Position,Relative_Position,Position,Mag_Sus,MSE,Incoherence,Coherence,Inc/Coh,Al,Si,Si/Ti,P,S,Cl,Ar,K,Ca,Ti,Mn,Mn/Ti,Fe,Fe/Ti,Fe/S,Co,Ni,Cu,Zn,Ga,As,Se,Rb,Sr,Y,Zr,Nb,Mo,Pd,Cd,In,Sn,Sb,Cs,Ba,La,Pr,Nd,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Hf,W,Re,Os,Au,Hg,Pb,Bi,Po,At,Ra,Ac,Th,U
214,720.91,,,1.15,22498,61947,0.363181429,685,7373,5.262850943,74,305,106,4014,42395,43244,38803,1545,0.039816509,89213,2.299126356,292.5016393,626,169,25,595,130,711,0,783,1125,142,881,88,110,22,82,532,169,500,36,1498,364,639,434,762,105,772,144,416,138,426,0,128,285,0,11,0,64,349,0,50,0,13,47,138,15
214.5,721.41,721.43,23.74,1.17,21964,64241,0.341900033,629,7229,5.405173606,48,318,61,3907,43158,42562,39074,1500,0.038388698,89333,2.286251727,280.9213836,782,199,110,635,52,853,81,724,1205,83,802,45,21,25,102,377,360,433,111,1486,448,625,609,645,0,714,196,485,163,471,0,149,228,8,15,17,36,197,67,0,0,0,278,42,131
215,721.91,,,1.21,22043,59200,0.372347973,699,7022,5.672457989,44,268,84,3931,42735,42143,39832,974,0.024452701,87196,2.189094196,325.358209,559,68,56,451,128,974,170,816,1291,168,755,107,0,46,0,516,192,419,137,1381,434,691,620,679,0,801,394,560,266,387,88,78,85,79,43,162,0,119,172,0,92,0,406,107,76
215.5,722.41,,,1.34,21236,62421,0.34020602,560,7076,5.662945167,66,295,74,3996,42940,42062,40071,1310,0.032691972,89924,2.244116693,304.8271186,615,115,101,543,92,961,36,736,1262,99,775,61,45,0,76,632,202,356,82,1526,449,648,837,512,0,769,239,628,399,351,0,0,96,50,0,0,0,135,98,28,157,6,353,147,123
216,722.91,,,1.47,21816,62541,0.348827169,613,6834,5.816213052,21,360,93,4041,40796,40644,39748,1714,0.043121666,90951,2.288190601,252.6416667,636,162,20,622,52,1131,0,825,1148,85,670,180,101,5,48,540,126,544,148,1550,434,655,608,987,0,1175,95,515,139,522,0,100,85,0,8,0,49,0,62,0,72,24,479,74,26
216.5,723.41,723.43,25.14,1.22,22553,67038,0.336421134,590,6699,6.351545007,38,302,83,3989,40714,43565,42549,1271,0.029871442,91398,2.148064584,302.6423841,720,117,58,620,152,869,44,855,1117,159,735,0,13,30,102,280,314,469,79,1542,373,624,484,466,0,946,196,513,263,332,0,0,149,0,13,0,0,279,31,0,202,5,282,74,0
217,723.91,,,1.4,22368,65019,0.344022516,564,6603,5.810389217,41,256,66,3968,42387,42270,38366,1488,0.03878434,91616,2.387947662,357.875,632,13,93,558,118,738,0,782,1378,216,935,134,74,14,5,404,262,371,48,1404,342,575,628,261,0,864,245,547,300,395,173,0,0,74,0,54,89,505,109,38,52,34,10,102,131
217.5,724.41,,,1.15,22593,66525,0.339616685,539,6133,6.097831404,31,307,105,3916,41925,42541,37398,877,0.023450452,86623,2.316246858,282.1596091,527,56,45,855,110,874,0,815,1424,225,848,131,66,24,101,587,136,419,134,1614,346,811,440,726,0,985,252,571,347,397,26,0,76,0,94,92,186,79,0,20,0,0,343,88,57
218,724.91,,,1.35,24218,61812,0.391800945,521,6208,6.279639175,10,325,71,4137,40873,41633,38984,1214,0.031140981,86828,2.227272727,267.1630769,631,106,37,335,119,622,0,675,1265,236,1001,188,0,21,101,600,76,545,129,1577,468,555,348,762,72,778,403,477,188,315,120,37,0,255,0,103,0,478,52,116,0,66,0,118,156
218.5,725.41,725.43,26.52,1.23,22474,59767,0.376026904,547,6435,5.836052836,34,337,55,4060,41027,41467,37555,1509,0.040181068,88018,2.343709226,261.1810089,743,134,0,521,41,723,46,839,1199,186,974,127,49,17,90,437,167,470,149,1471,447,622,580,861,41,729,202,394,98,447,0,108,143,0,0,0,0,281,0,0,0,95,25,259,153
219,725.91,,,1.35,22467,59926,0.374912392,536,6714,5.753202264,27,303,88,4014,41611,41249,38627,1313,0.033991767,88676,2.295699899,292.660066,648,187,52,686,94,896,0,833,1230,127,784,87,40,47,55,699,116,561,93,1593,447,648,558,570,35,872,178,502,197,488,0,79,163,0,0,0,59,153,31,25,73,0,211,82,0
219.5,726.41,,,1.33,20985,66161,0.317180816,512,6443,5.952040975,39,293,86,4006,42121,41606,38349,769,0.020052674,87243,2.274974576,297.7576792,748,83,57,600,62,1268,87,810,1358,149,683,161,78,0,77,756,45,487,139,1543,378,886,701,746,0,788,211,580,141,478,119,107,0,0,0,116,89,0,8,0,0,120,636,138,35
220,726.91,,,1.65,23971,67293,0.356218329,598,7070,5.563507779,101,342,114,3976,42197,43598,39334,820,0.020847104,92067,2.340646769,269.2017544,497,80,146,632,128,825,20,708,1173,204,842,81,19,74,134,688,0,495,163,1693,298,661,489,921,55,1530,267,538,324,257,75,0,0,0,5,84,69,207,40,0,33,0,342,14,90
220.5,727.41,727.43,26.97,1.9,25252,60241,0.419182948,587,6772,5.681039575,32,340,75,4212,41426,44369,38472,1455,0.037819713,90184,2.344146392,265.2470588,454,154,152,497,134,1325,0,752,1224,137,688,91,0,42,0,985,0,583,159,1877,328,558,138,941,21,1697,457,513,341,100,0,0,40,0,0,8,13,0,0,71,174,61,766,239,0
221,727.91,,,1.85,22861,59221,0.386028605,607,7023,5.42061797,83,352,102,4198,41356,43055,38069,1603,0.042107752,87558,2.299981612,248.7443182,534,105,118,554,138,930,45,839,1202,161,850,90,0,24,120,896,0,524,97,1637,433,465,603,847,0,1709,341,678,270,365,41,49,0,64,26,22,0,144,88,0,58,0,227,9,35
221.5,728.41,,,2.09,23230,59761,0.388715048,646,7149,5.489858721,31,355,151,4351,42030,43046,39247,1045,0.026626239,90974,2.317986088,256.2647887,523,103,112,485,67,973,46,802,1255,183,899,73,0,11,86,1213,0,648,182,1844,283,686,520,1065,0,1767,362,678,338,261,0,0,19,106,0,5,23,138,29,0,0,0,323,92,16
222,728.91,,,2.23,21634,59293,0.364866004,498,6920,5.442919075,27,323,78,4150,40071,40145,37665,1881,0.049940263,87226,2.315836984,270.0495356,304,87,120,562,67,1040,41,726,1341,99,650,148,0,105,129,1133,0,529,180,1708,328,484,1074,1816,0,1530,271,647,193,232,0,0,151,38,0,0,0,0,0,0,46,0,433,154,103
222.5,729.41,729.43,28.07,2.09,22667,65261,0.34732842,557,6446,5.702140863,10,293,72,3996,38504,40263,36756,2551,0.069403635,85991,2.339509196,293.4846416,510,114,98,845,105,797,0,851,1159,102,946,168,87,111,38,1139,0,551,169,1764,379,603,811,812,0,1318,340,614,277,254,0,0,128,0,0,0,87,171,0,0,91,73,186,220,0
223,729.91,,,1.23,23117,63134,0.366157696,607,6510,5.612135177,79,307,49,4190,40334,40529,36535,1515,0.041467086,85885,2.350759546,279.7557003,560,182,82,782,99,755,41,726,1323,133,847,86,0,31,90,372,249,399,87,1447,411,562,533,405,5,681,263,526,368,451,0,0,122,0,95,0,120,140,106,59,44,38,257,31,139
223.5,730.41,,,1.25,21250,60095,0.353606789,656,8250,4.942666667,21,322,112,4099,45099,43418,40777,1231,0.030188587,87729,2.151433406,272.4503106,545,169,52,654,48,648,0,806,1347,83,874,0,0,101,58,389,299,486,153,1532,384,735,641,751,0,812,140,431,183,397,0,68,86,0,26,0,51,452,0,0,97,53,107,216,148
224,730.91,,,1.37,20395,61607,0.331050043,900,9419,4.244611955,71,329,85,4220,46602,43803,39980,1480,0.037018509,88364,2.210205103,268.5835866,605,147,82,596,59,731,40,767,1347,124,1043,69,67,0,72,511,384,414,86,1405,381,591,592,605,0,435,218,430,322,372,0,0,99,0,20,0,43,280,9,0,0,0,65,50,110
224.5,731.41,731.43,31.2,1.37,19794,56368,0.351156685,744,8847,4.238611959,54,305,112,4313,42676,40299,37499,1385,0.036934318,82084,2.188965039,269.1278689,466,142,112,607,134,804,43,792,1502,121,876,31,0,18,127,485,208,441,77,1355,451,635,531,695,38,808,296,409,289,324,48,0,80,0,72,0,74,229,44,0,117,0,262,88,106
225,731.91,,,1.37,18850,61152,0.308248299,680,8142,4.595799558,41,304,76,4364,39433,39738,37419,1278,0.034153772,77940,2.082899062,256.3815789,435,176,54,690,181,618,122,808,1512,66,979,0,25,19,77,282,141,429,123,1243,416,493,531,532,0,786,195,438,305,452,0,59,102,0,47,0,172,436,120,0,68,73,0,123,129
225.5,732.41,,,1.24,19802,56265,0.351941704,644,7365,5.013441955,66,246,108,4382,38277,37182,36924,1085,0.029384682,79696,2.158379374,323.9674797,476,133,91,668,63,894,0,697,1379,154,868,100,0,0,54,471,10,386,124,1283,309,621,513,667,0,617,308,431,232,311,38,28,39,0,0,0,141,107,22,0,26,48,360,77,168
226,732.91,,,1.28,20355,57412,0.354542604,525,6284,5.560630172,68,298,98,4280,37152,35266,34943,1485,0.042497782,75863,2.171049996,254.5738255,475,209,110,598,92,774,61,735,1272,86,847,87,0,37,121,767,0,424,79,1337,389,632,659,583,0,1058,376,499,255,241,0,39,141,0,67,25,45,150,0,19,0,26,346,100,132
226.5,733.41,733.43,31.9,1.26,22460,62815,0.357557908,442,5895,6.366751484,41,268,85,4188,38225,36500,37532,664,0.01769157,82042,2.185921347,306.1268657,529,102,68,377,75,884,188,779,1108,243,760,140,0,25,129,501,25,573,183,1650,387,612,473,678,0,898,376,534,251,308,78,13,45,212,0,8,5,0,54,0,18,0,440,50,70
227,733.91,,,1.18,21877,62348,0.350885353,557,6361,6.464392391,0,341,261,4137,37901,38703,41120,1781,0.043312257,81663,1.985967899,239.4809384,627,134,74,402,65,713,0,796,1141,187,1132,39,17,33,79,360,32,422,133,1391,420,467,591,377,20,479,201,427,251,495,0,38,94,123,0,0,0,288,0,0,0,0,154,149,113
227.5,734.41,,,1.35,22114,64563,0.342518161,433,5860,6.364846416,23,274,126,4112,37080,39096,37298,1564,0.041932543,82071,2.200412891,299.5291971,715,212,103,673,134,816,0,757,1227,127,1052,110,78,0,78,496,77,513,89,1418,391,718,827,541,0,482,150,557,265,395,0,0,209,0,0,0,0,187,8,43,120,48,277,205,0
228,734.91,,,1.14,23560,67003,0.351626047,475,5761,6.590175317,52,306,145,4065,39268,39374,37966,1323,0.034846968,82947,2.184770584,271.0686275,602,60,0,596,126,915,0,674,1307,123,869,0,0,35,86,342,384,587,182,1494,545,662,392,465,0,793,213,453,204,390,26,4,96,0,0,12,0,113,63,0,40,0,209,28,109
228.5,735.41,735.43,31.16,1.24,22524,64061,0.351602379,520,6419,6.049696214,26,319,112,4226,41288,43685,38833,1140,0.029356475,84623,2.179151752,265.2758621,589,118,84,562,37,919,0,732,1586,120,816,104,0,0,50,625,96,483,88,1457,465,566,456,572,0,747,224,496,246,320,0,41,85,63,0,0,0,109,61,78,135,0,379,275,54
229,735.91,,,1.14,22100,62911,0.351289918,589,7016,5.507126568,24,322,81,4199,40912,43982,38638,1335,0.034551478,86160,2.229929085,267.5776398,570,100,170,616,49,818,0,646,1230,249,1100,101,11,0,113,412,274,478,114,1511,381,631,613,1211,0,818,322,490,258,345,61,0,71,0,19,110,65,97,87,115,168,147,388,15,167
229.5,736.41,,,1.22,21463,61550,0.348708367,564,6384,6.090538847,22,316,94,4273,39902,42346,38882,1087,0.027956381,85006,2.186255851,269.0063291,732,195,175,476,105,849,18,665,1146,159,931,73,169,65,72,621,122,434,161,1379,424,754,544,252,34,655,346,511,281,336,48,57,17,76,0,71,9,147,90,69,0,0,320,10,16
230,736.91,,,1.11,22758,59436,0.382899253,542,6049,6.028103819,46,328,112,4184,39226,43339,36464,823,0.022570206,82630,2.266070645,251.9207317,660,266,67,606,162,852,0,725,1399,195,887,80,0,57,43,713,0,534,154,1701,553,748,466,682,54,770,226,415,112,512,0,108,139,0,0,0,79,160,42,173,58,11,305,9,129
230.5,737.41,737.43,29.32,1.31,22045,60654,0.363455007,507,6245,6.498318655,37,262,81,4168,41162,42547,40582,1326,0.032674585,86392,2.128825588,329.740458,530,98,109,646,131,638,0,729,1571,90,953,163,106,36,18,457,241,502,110,1523,501,646,744,1079,0,896,260,597,258,337,0,0,153,0,0,0,0,389,103,68,99,0,152,111,0
231,737.91,,,1.25,24748,58670,0.421816942,540,6487,6.275782334,49,346,96,4021,41728,41389,40711,459,0.011274594,86165,2.116504139,249.0317919,618,188,20,623,81,429,12,782,1396,0,970,96,0,45,169,465,204,540,112,1580,456,706,178,835,0,809,226,414,161,410,0,70,46,5,22,0,12,487,0,0,0,0,58,146,16
231.5,738.41,,,1.26,21368,66520,0.321226699,522,6196,6.499677211,33,290,55,4161,42173,41782,40272,934,0.023192292,89078,2.211909019,307.1655172,452,118,24,437,72,713,0,678,1318,238,1126,133,90,26,34,586,0,448,114,1511,412,698,789,1357,0,835,250,490,240,484,7,5,54,180,0,0,0,330,0,66,133,29,91,156,28
232,738.91,,,1.3,22929,66070,0.347041017,614,7015,5.77448325,90,317,90,4186,42563,41089,40508,1258,0.031055594,91128,2.249629703,287.4700315,459,178,110,596,74,697,11,868,1207,212,1033,72,61,35,71,251,529,454,107,1486,468,526,193,932,56,950,301,363,245,231,0,0,160,85,0,0,0,255,0,0,43,0,165,78,58
232.5,739.41,739.43,40.88,1.24,21295,62023,0.343340374,553,6481,5.961425706,53,264,46,4215,41324,39481,38636,1466,0.037943887,84857,2.196319495,321.4280303,735,195,69,814,149,650,112,891,1086,47,934,127,0,18,64,509,54,525,139,1499,333,719,720,641,0,516,308,462,165,351,8,91,85,0,8,0,89,368,20,0,4,0,116,61,168
233,739.91,,,1.33,21945,67424,0.325477575,579,6782,5.687112946,102,289,91,4251,41374,43283,38570,1400,0.036297641,82797,2.146668395,286.4948097,705,106,114,625,146,765,0,787,1200,189,924,187,115,26,100,441,275,399,153,1602,538,616,621,207,0,824,297,520,283,369,173,0,0,0,0,119,60,181,32,128,0,48,413,146,0
233.5,740.41,,,1.33,21369,63225,0.337983393,589,6751,5.918974967,49,360,118,4185,41712,41888,39959,1865,0.04667284,83198,2.082084136,231.1055556,584,287,33,662,126,632,0,840,1174,69,1141,68,20,28,100,395,188,444,149,1442,392,824,747,833,45,571,111,367,140,449,0,47,272,43,84,0,0,286,0,0,83,0,285,131,47
234,740.91,,,1.31,22177,69552,0.318854957,508,6771,5.957465662,54,345,91,4013,42518,41077,40338,1455,0.036070207,88930,2.204620953,257.7681159,447,30,132,739,90,683,78,801,1116,239,1162,62,186,12,81,229,342,487,144,1417,448,720,602,771,0,786,349,506,290,276,186,0,0,0,0,60,175,394,0,0,0,37,115,127,262
234.5,741.41,741.43,54.21,1.79,21718,62941,0.345053304,608,6746,5.749184702,38,278,60,4122,41650,42674,38784,997,0.025706477,87507,2.25626547,314.7733813,627,131,10,748,111,891,0,725,1292,139,784,47,0,50,56,128,460,342,75,1373,374,634,652,478,0,603,286,614,397,499,0,0,101,0,0,0,147,0,0,101,85,53,431,147,135
235,741.91,,,1.39,23498,64600,0.36374613,547,6738,5.842980113,95,364,132,4055,41942,42571,39370,1120,0.028448057,86473,2.196418593,237.5631868,630,191,45,669,163,955,0,767,1317,148,807,54,0,106,119,819,0,578,234,1725,353,785,532,1263,99,1147,213,429,23,406,0,168,128,0,0,0,89,0,71,0,185,72,430,81,122
235.5,742.41,,,1.34,22797,64820,0.351697007,591,7076,5.521763708,52,316,31,4281,43266,42415,39072,1144,0.029279279,89010,2.278101966,281.6772152,691,223,69,703,91,1066,44,830,1265,129,867,196,0,0,93,701,0,510,116,1433,432,495,465,593,0,734,275,524,306,413,0,47,129,0,0,0,62,0,39,0,186,0,697,119,93
236,742.91,,,1.32,22039,60716,0.362985045,672,7301,5.382002465,48,322,81,4105,42318,42665,39294,865,0.022013539,85119,2.166208581,264.3447205,547,117,140,455,36,726,0,790,1187,106,1027,48,32,14,157,673,0,516,164,1483,427,577,760,1131,0,853,143,524,92,339,0,0,142,161,0,0,0,71,0,0,137,27,319,213,60
236.5,743.41,743.43,47.94,1.29,21647,58936,0.367296729,580,6982,5.537381839,50,310,36,3935,42211,40570,38662,654,0.016915835,85711,2.216931354,276.4870968,663,133,134,796,90,578,44,832,1369,178,988,92,69,102,19,114,510,397,91,1424,441,658,675,705,0,597,318,557,306,288,0,0,249,0,19,0,134,343,0,0,138,0,237,304,135
237,743.91,,,1.19,21953,61016,0.359790875,605,7029,5.793569498,33,260,46,3927,42026,41585,40723,946,0.023230116,87199,2.141271517,335.3807692,774,212,198,646,111,520,0,676,1252,193,1059,88,0,0,0,199,373,390,95,1392,443,624,599,483,0,404,376,447,227,336,0,89,201,0,0,0,0,523,68,179,58,28,0,31,100
237.5,744.41,,,1.3,21652,63471,0.341132171,553,6890,5.920899855,58,282,58,4049,41897,42867,40795,1466,0.035935776,88679,2.173771296,314.464539,653,167,156,655,77,645,0,749,1449,80,884,103,108,0,108,391,275,492,104,1425,402,703,813,634,62,547,402,405,388,391,41,0,127,0,0,75,44,468,37,110,25,0,45,74,28
238,744.91,,,1.34,21553,61760,0.348979922,613,6930,5.723665224,77,372,87,4167,41513,41820,39665,1182,0.029799571,87328,2.201638724,234.7526882,624,82,0,748,70,495,0,637,1424,182,982,44,34,25,120,558,0,503,161,1366,490,578,751,432,0,761,52,529,263,480,0,56,69,0,0,0,134,510,0,146,139,41,35,220,186
238.5,745.41,745.43,30.9,1.31,21801,58635,0.371808647,568,6620,5.674169184,75,341,95,4026,41544,41961,37563,797,0.021217688,84993,2.2626787,249.2463343,323,53,95,819,68,678,0,761,1733,113,1102,123,39,77,73,720,0,532,158,1543,396,755,776,1072,0,950,357,548,311,242,54,0,46,0,0,18,179,352,46,93,65,46,180,137,83
239,745.91,,,1.44,23652,59794,0.395558083,570,6843,5.665351454,0,287,264,4126,41754,43365,38768,1198,0.030901775,90933,2.34556851,316.8397213,581,204,73,703,59,741,0,588,1396,152,1088,122,0,0,131,554,234,483,123,1581,497,651,463,931,100,944,329,445,231,419,0,92,0,0,0,33,96,393,35,141,98,53,91,42,114
239.5,746.41,,,1.34,22751,64294,0.353858836,594,7053,5.534382532,44,340,90,4082,43546,43525,39034,1244,0.031869652,88482,2.266793052,260.2411765,472,119,11,668,165,669,0,865,1550,198,1037,43,38,41,101,572,55,554,176,1653,386,682,591,754,0,1086,261,485,224,347,0,0,60,0,36,0,105,358,16,0,47,22,60,159,134
240,746.91,,,1.31,21601,68015,0.317591708,642,7234,5.482029306,68,317,107,4193,43323,43469,39657,556,0.014020223,87909,2.21673349,277.3154574,421,0,17,725,92,797,0,641,1327,132,923,105,94,41,37,759,0,607,147,1507,424,688,740,809,0,1173,132,660,302,486,35,19,82,0,80,0,236,143,54,45,27,101,304,120,246
240.5,747.41,747.43,28.37,1.21,22216,62207,0.357130227,632,7580,5.522691293,78,388,86,4114,44881,42749,41862,956,0.02283694,88487,2.113778606,228.0592784,567,128,121,666,62,830,0,698,1151,136,1070,110,0,44,133,428,186,665,208,1680,404,744,778,824,0,1221,364,527,153,378,25,93,118,0,27,86,167,144,55,107,17,18,332,44,42
241,747.91,,,1.07,21934,68155,0.321825251,629,7058,5.496032871,22,394,75,4149,42284,41464,38791,1191,0.030702998,89929,2.318295481,228.2461929,556,127,143,545,80,742,0,757,1246,98,985,11,59,11,152,395,165,504,135,1402,413,633,480,419,0,541,446,483,398,266,162,8,13,0,0,67,116,308,0,20,0,32,185,219,161
241.5,748.41,,,1.24,22184,62863,0.352894389,670,7492,5.185264282,41,385,87,4066,43372,42167,38848,927,0.023862232,89241,2.297183896,231.7948052,614,130,118,741,153,381,83,926,1089,29,1254,104,0,20,46,477,224,423,83,1492,328,551,422,620,0,677,259,422,238,288,10,23,95,0,0,0,117,714,86,0,0,0,0,64,49
242,748.91,,,1.25,21153,64019,0.330417532,642,7556,5.264557967,44,362,103,4108,43005,42156,39779,1026,0.025792504,85991,2.161718495,237.5441989,588,232,7,624,140,627,46,808,1132,54,1004,83,132,23,86,495,119,425,142,1484,398,699,590,679,0,747,250,444,219,405,0,53,87,0,0,0,0,247,46,0,67,0,77,83,85
242.5,749.41,749.43,31.02,1.33,21217,61271,0.346281275,581,7009,5.433728064,0,304,59,4242,41093,41378,38085,286,0.007509518,87352,2.293606407,287.3421053,643,124,31,608,83,839,23,913,1089,199,1003,131,0,13,140,713,0,536,127,1382,475,686,705,511,0,808,79,592,280,466,0,0,184,0,76,0,0,75,0,0,126,0,327,11,28
243,749.91,,,1.22,21917,64974,0.337319543,618,7177,5.450188101,86,368,65,4156,42683,42411,39116,1614,0.041261888,89074,2.27717558,242.048913,695,82,0,716,104,650,0,668,1151,117,1127,97,92,13,106,248,303,435,176,1709,530,589,657,119,0,652,184,577,302,488,0,17,98,0,45,0,199,332,49,96,97,0,163,159,94
243.5,750.41,,,1.23,21777,67566,0.322307078,595,7337,5.450729181,69,333,86,4085,43256,42451,39992,517,0.012927586,87802,2.195489098,263.6696697,595,64,48,567,153,686,5,887,1156,120,1042,71,0,23,117,506,209,500,159,1410,551,654,694,508,0,723,291,564,271,427,143,35,0,0,0,116,67,275,0,0,145,35,184,55,23
244,750.91,,,1.47,22337,62737,0.356041889,658,7522,5.79699548,54,294,96,4206,43028,42151,43605,1157,0.026533654,86374,1.980827887,293.7891156,644,109,68,869,0,790,0,742,1218,266,946,171,0,0,126,453,285,467,163,1658,517,607,515,426,0,695,200,411,188,325,0,0,106,0,0,0,138,234,0,12,138,43,317,233,52
244.5,751.41,751.43,33.19,1.25,21444,63418,0.338137437,626,7601,5.608209446,43,319,59,4139,44194,41828,42628,1121,0.026297269,86200,2.022145069,270.2194357,514,109,97,474,129,1011,0,671,1104,212,724,100,0,44,107,372,284,414,98,1477,462,419,633,916,0,1006,289,508,214,318,53,0,50,67,0,0,0,0,0,0,37,0,514,180,92
245,751.91,,,1.36,20916,61265,0.341402106,592,7433,5.45755415,68,321,108,4248,43994,42370,40566,553,0.013632106,91144,2.246807671,283.9376947,450,48,55,753,110,929,71,761,1353,58,1070,84,0,0,103,131,445,381,177,1473,475,728,827,1117,0,854,286,656,254,446,48,0,0,0,0,112,186,86,49,77,0,0,543,69,125
245.5,752.41,,,1.24,20965,70325,0.298115891,643,7457,5.415716776,38,330,86,4089,42753,41404,40385,1274,0.031546366,91585,2.26779745,277.530303,587,101,40,527,163,481,23,660,1248,191,1237,107,32,7,92,678,68,320,101,1478,490,681,680,909,0,903,198,579,261,497,0,18,122,153,47,78,0,633,102,31,9,0,0,42,129
246,752.91,,,1.1,22604,64320,0.351430348,628,7613,5.662025483,9,346,92,4271,43131,41774,43105,1212,0.028117388,87288,2.0250087,252.2774566,478,109,22,614,104,817,0,687,1252,111,1019,207,0,4,174,503,93,530,195,1491,457,703,342,528,0,966,251,517,280,487,0,38,104,66,32,0,53,257,71,45,105,0,160,180,157
246.5,753.41,753.43,35.7,1.23,21544,63099,0.341431718,638,7648,5.408211297,57,354,236,4190,42688,41725,41362,878,0.021227213,87431,2.113800106,246.980226,442,104,79,617,106,704,0,599,1184,102,879,115,34,64,26,654,183,556,171,1646,442,666,810,605,0,1078,285,781,421,592,0,0,79,62,85,68,6,364,94,133,86,0,195,0,0
247,753.91,,,1.27,22757,59955,0.379568009,673,7709,5.057724737,62,364,243,4168,42355,41516,38990,1140,0.029238266,85079,2.182072326,233.7335165,686,151,55,685,47,1124,0,685,1338,205,800,9,82,5,257,527,27,520,113,1532,546,523,384,732,42,756,147,406,115,444,0,98,115,27,0,0,32,230,0,49,80,0,278,60,0
247.5,754.41,,,1.28,21070,59754,0.352612377,711,7704,5.003115265,52,431,71,4234,41998,40486,38544,1574,0.040836447,85829,2.226779784,199.1392111,622,82,58,759,80,2532,55,770,1156,84,850,69,98,5,87,604,119,460,150,1385,327,774,765,490,0,641,188,448,233,456,120,0,0,0,14,96,182,0,0,0,0,50,557,259,0
248,754.91,,,1.26,21321,59368,0.359132866,609,8034,4.92394822,79,337,74,4241,42321,41175,39559,1307,0.033039258,87528,2.212593847,259.727003,550,123,66,615,101,2289,0,659,1040,101,926,27,90,0,74,372,236,385,142,1404,412,693,679,801,0,701,277,574,231,384,0,66,18,20,0,0,34,122,0,0,0,15,260,106,172
248.5,755.41,755.43,35.04,1.4,21347,59725,0.357421515,683,7994,5.076057043,19,329,65,4235,42720,40327,40578,1223,0.030139484,86276,2.126176746,262.2370821,638,203,152,585,90,1367,0,657,1171,89,790,40,0,40,43,680,65,324,119,1536,475,647,604,690,0,732,291,496,210,361,0,34,152,0,0,0,0,0,9,70,145,0,752,0,153
